1	-2242.095592505911	7769.531955529426	3502.672397705835	189.27795689575433	14235.517162234804
2	-2242.095593477997	7769.937513020934	3502.4247125261836	189.2762108106583	14235.56662664383
3	-2242.0955965861453	7768.6824084941045	3502.925124006079	189.28163247216472	14235.453524782255
4	-2242.0956637185095	7766.336420094136	3502.403610425407	189.28836238058673	14235.517616187559
5	-2242.0955902897567	7769.100362772767	3502.5710127943	189.2780823668706	14235.547763971425
6	-2242.0956204587046	7766.644101051032	3502.8827773899116	189.27622487968054	14235.629105322956
7	-2242.095590316114	7769.157139117434	3502.551282246758	189.2774871101687	14235.558101985021
8	-2242.095590992996	7769.011891894549	3502.5208364948144	189.2756723714855	14235.597881667933
9	-2242.0955905767955	7769.076011117199	3502.6463899394644	189.27865259986294	14235.528113313045
10	-2242.0955905689884	7768.9994603596215	3502.5615649859114	189.27674705490708	14235.574835348722
11	-2242.0955937438575	7769.2802399504735	3502.453905753535	189.28285075570935	14235.481144987041
12	-2242.0956193722086	7766.758125431953	3502.9197710296903	189.27417611109883	14235.652077093388
13	-2242.0955907510292	7769.146538215625	3502.518731776288	189.275890703213	14235.589272999841
14	-2242.095590887789	7768.872770941797	3502.5794023727176	189.27940412964665	14235.534235764957
15	-2242.0955968347726	7769.19249794144	3502.449242047635	189.28508057288656	14235.44929991217
16	-2242.095590486388	7769.178502539353	3502.5766740732856	189.27970853853276	14235.517472959653
17	-2242.0955911515957	7769.023016288432	3502.5103647450646	189.27978049463522	14235.532571628662
18	-2242.0955904943316	7768.980674080892	3502.5648178443903	189.2785603526804	14235.545766054982
19	-2242.095593678741	7768.935489135555	3502.444601807601	189.27257804789085	14235.662527003731
20	-2242.095590309577	7769.076052775247	3502.583790130442	189.278396632425	14235.541721914846
21	-2242.095590895473	7768.898649441679	3502.5478763360693	189.2765332050765	14235.584405064415
22	-2242.0955980923836	7769.5215279288805	3502.8620172863953	189.2826688217408	14235.41268047304
23	-2242.0955904957777	7768.978398232799	3502.6195902004133	189.27889223328793	14235.532203076942
24	-2242.0955975463976	7769.222233248201	3502.2243077915646	189.27811062968644	14235.594879820055
25	-2242.095591733785	7769.676982296279	3502.4515639587316	189.27844535988578	14235.536858713605
26	-2242.0955903116665	7769.155707227674	3502.5934763575933	189.27833423864035	14235.538073850728
27	-2242.095644849092	7771.773409798987	3502.6942045148594	189.27170973574297	14235.52512935317
28	-2242.095599612686	7770.504720880828	3502.3978283270762	189.2809768396127	14235.470879856284
29	-2242.0955908517826	7769.436812708583	3502.47168798357	189.27770969737102	14235.555336583773
30	-2242.095591695106	7768.635475078952	3502.597000637295	189.2771514838295	14235.57751968556
31	-2242.0955904690254	7769.31906777458	3502.5388234380953	189.27892994644617	14235.53016027036
32	-2242.095590299599	7769.216050150653	3502.5709915112484	189.27840961518976	14235.537838124977
33	-2242.095590343358	7769.07440809475	3502.5649919484763	189.27858209278065	14235.541631838903
34	-2242.0955942541495	7768.461727586026	3502.7890196844583	189.28194763728007	14235.47785823183
35	-2242.095590274322	7769.16594773391	3502.5703186243463	189.27816239050506	14235.543946470998
36	-2242.095590797351	7768.89527009518	3502.6108573546057	189.2767952715167	14235.570773822
37	-2242.095590305921	7769.125548474341	3502.553546545195	189.27771570622178	14235.555327797132
38	-2242.095590332924	7769.116209914083	3502.60063759577	189.27809077341237	14235.542511302336
39	-2242.0955975033885	7770.137755923451	3502.652611832762	189.27924020720727	14235.475125619236
40	-2242.0955939870014	7769.982120323204	3502.3931665982313	189.27597905282695	14235.5733609384
41	-2242.095596911794	7770.237529775594	3502.5256387061772	189.27644014849292	14235.535628551113
42	-2242.0955912655854	7768.9487699322635	3502.7037706481437	189.2780416876345	14235.534413773448
43	-2242.0955909277905	7768.832465417099	3502.6017686621135	189.27937878618198	14235.532877321104
44	-2242.0955903838735	7769.252356994871	3502.5261916446375	189.2774865942457	14235.558090640916
45	-2242.095597853564	7768.693164672377	3502.549100740793	189.28565365039725	14235.444933135659
46	-2242.09559052443	7768.998682838586	3502.635974863416	189.2785757371449	14235.534030906438
47	-2242.0955913991243	7768.965335227691	3502.5896507163648	189.27496187033069	14235.600829443101
48	-2242.095595440427	7769.5429167592965	3502.261826579896	189.27354240412458	14235.650242518968
49	-2242.0955914088404	7769.403507559825	3502.460718235846	189.27519858777654	14235.598947801851
50	-2242.0955902830265	7769.120052541491	3502.578201734744	189.27832000598025	14235.542043584732
